hour,day_of_week,month,is_weekend,is_peak,speed,SRI,congestion_level,capacity,demand_capacity_ratio,speed_congestion_ratio,utilization_score,route_avg_speed,route_avg_demand,route_avg_congestion,passenger_demand,load_factor,utilization_encoded,utilization_status
10,1,2,0,1,-0.5328004585175503,-0.9027392721708647,-0.9680159568368469,0.43730322344769856,-0.8557501870051312,0.7652683388207993,0.7848331404836977,-0.8553375326715249,-0.7260347360039798,0.7761860596779091,0.5218437620237218,0.015656505355951617,1,Optimal
23,2,9,0,0,0.8904646497391668,-0.07568310152128288,0.19852197214688916,-0.6577995115923032,0.3250768948365059,0.4184721421592874,-0.3580810639687013,-0.9572268327463209,-0.8474723496347352,-0.2692994804313351,-0.09601221687035089,0.16846074043753978,1,Optimal
20,1,5,1,0,-0.2294917281344495,0.5318596843384173,-0.7074403828826523,0.4848638723788816,-0.9839742773816555,0.857905344005532,-0.11775967812772614,-0.5736427205079209,0.3625388889697956,-0.4643238578710267,0.5469751712622848,-0.18695775046050345,1,Optimal
3,5,9,1,1,0.8771841267638625,-0.9556947345022007,-0.7151771604418604,-0.1382972579320063,-0.9049024585269902,0.5008735552104764,-0.23185436121400493,0.6033897162654689,0.325716497160615,0.0793149961896773,0.6374163698813768,0.19516615437555057,1,Optimal
7,3,8,1,1,-0.45157492325864523,-0.7748970990402078,-0.6990739766867644,0.21061138055499362,0.5145911162786063,0.47740869049904866,-0.26205035081911765,0.20708007937347328,-0.964981971106248,-0.07290660344651045,0.5194766301860386,0.7601650345041894,2,Overloaded
23,6,11,1,0,-0.563864728856136,0.44037335919513576,-0.0323527955063152,-0.5248787379441706,-0.04474590898273445,0.7207944021372121,0.44527770984962634,0.7886139210897964,0.1985779685382656,-0.9326181633020225,0.4024690823021354,0.20627602291674796,1,Optimal
2,1,6,0,0,-0.5717831765440082,0.18716198134582718,-0.7689594919362499,0.7033134704688431,-0.8808980318257773,0.3116203391242993,0.012062565530190916,-0.22202265044126546,-0.7102766451370126,-0.4261467847775038,0.09428924858350049,-0.3068598359788591,0,Underutilized
21,5,1,1,0,-0.8295426791501235,0.43049522809736396,-0.7486885030945445,-0.653329384142679,-0.036277611465976856,-0.6408493623347491,-0.18311432030226293,-0.30031179913533457,-0.9205977460579908,-0.23730031035729038,0.11625731977185827,-0.18141856775820633,1,Optimal
20,1,10,1,1,0.7928645770182512,-0.5397920902457229,-0.48766402773224704,0.857210881473806,-0.8744913390589364,-0.8340633296017779,0.8866449103163809,0.4000980168782742,0.035238428280272016,0.5836994719666424,0.49818581478451723,0.02783528489099857,1,Optimal
1,1,5,1,0,0.9596700452658022,0.6075375665948097,-0.9982835523444795,-0.8775032647861649,-0.30793551357659155,-0.36834774872792875,-0.4474250420196284,-0.18584053587097826,-0.5482009490964825,-0.20504293653423833,0.29701887739654964,0.0734936925226717,1,Optimal
23,2,12,1,1,0.9090176145432758,-0.040257879779446615,-0.44842046608526753,-0.42403690121236703,-0.6852547889377336,0.6287877391829297,0.6656996524331507,-0.2375540869379662,0.0765890905224238,0.8793386274357538,0.5291142362478193,0.29076532150528656,1,Optimal
11,0,1,0,0,0.704056279654548,0.22060394835771424,0.2368155336040656,0.12589099533952086,-0.5612550692162162,-0.9565842872862826,0.03001167174267061,-0.06790291281870964,0.4342753668212793,0.4813236899535591,0.3137936836457584,-0.04896025789267489,1,Optimal
5,4,7,0,1,0.6937758153019504,-0.8156931655983275,0.20314112119073102,0.7169371673866154,-0.6087887916337706,-0.6999207737070257,-0.11662231557077818,-0.7705429567068809,0.8516789456358587,0.638247710966821,0.6147485830567008,0.1421561445514071,1,Optimal
1,1,10,1,0,0.3221709343379753,-0.5899368332803574,0.9390672963292923,0.1540497134592802,-0.2564641500886162,-0.7877683892177565,-0.8740684147061892,-0.5943469209010224,-0.31667944593915376,0.7811261615565877,0.03500253755449835,-0.09406877046208581,1,Optimal
20,1,11,1,0,0.6524274239012271,0.5467157632206163,-0.7607398420404452,-0.5677726190950569,-0.7841833665336553,-0.9256500609925902,0.7169847525484276,0.2066443621357985,-0.15476304843478528,-0.6084744120156014,0.3627654788222699,-0.11629137367724075,1,Optimal
0,1,8,0,1,-0.5833152713139045,-0.552183117622443,0.7311426629311584,0.7180667729591599,0.05547289988003756,0.6205676744925577,-0.4586750393522716,0.21691080478281521,-0.672773340786901,0.6048843729210338,0.35061732361673775,0.4734005124824725,1,Optimal
11,0,8,0,0,-0.22417473922574294,-0.8149403449570827,-0.21762048020682312,0.1923242215434673,-0.1857979724924772,-0.44082831479750695,0.3587120434933788,0.1804815322354012,0.4430919194605454,-0.6136114654878653,0.3940050556554858,0.18980064737984023,1,Optimal
21,5,7,0,0,0.2816725865894958,0.19440656450420057,-0.22592742407670863,-0.535306060435276,0.679730086840135,0.45785209715721464,0.7489565041230752,-0.6003968407007692,0.6460396602313092,0.09891896835772473,0.28637512725865977,0.3485201199961404,1,Optimal
11,6,2,0,0,0.7495426651231927,0.09587303232346556,-0.3023782327513127,0.1236871239125783,0.6518501845409466,-0.7161757781485596,0.07227412190401572,-0.1288433060157108,0.40828197997498417,-0.38787728094622187,0.4111134581395939,0.46588295105372834,1,Optimal
16,6,5,1,1,0.32093892473756735,0.21578785796658595,-0.750526937114083,0.35059852334703145,0.6485555644814454,-0.18213253817124486,0.2813354298720463,0.8420138910870949,-0.11450505656934307,-0.004649335769431939,0.8703687282994561,0.7804307260211563,2,Overloaded
9,3,4,1,0,0.6780439166684118,0.23661099272618258,-0.042989925802105144,0.3610549102191827,-0.060721447730542,-0.7670687979829931,-0.319635841966748,0.7219033521376308,0.12020289423916708,-0.5781584568446021,0.22103505841530838,0.17843311746347323,1,Optimal
15,2,5,0,1,-0.05210096830140509,0.00039469172900741256,0.5747559386940277,0.44800921785635617,-0.41842278244747844,-0.9950391856289269,0.4530781005528375,0.1149705374389598,-0.5600686388295382,0.9228396048295682,0.2665242221991443,0.23296152158258424,1,Optimal
14,0,10,0,0,0.4346074754100886,-0.012452158862688467,0.750864814295396,0.7914760761765138,-0.1691974518006656,0.22632447135198008,0.3132069621109488,0.8016754179485468,0.4707853481210784,0.33197844401158805,0.2543531463262879,0.08921887396069873,1,Optimal
14,5,9,1,0,0.9599616127501733,0.848331130578925,0.9257185162547257,0.6496440984140415,0.37474347736941827,-0.038036142400761586,-0.11042783891992225,0.3500209779446317,0.32269318008947434,-0.49852671379254443,-0.01433625325415229,0.1032337990059285,1,Optimal
18,1,4,1,1,-0.6930228857404845,0.06776344975948057,0.5705849714009048,0.2153940034979407,0.05957271296483002,-0.16672749733788228,0.2692043118897718,-0.17548023187382378,0.8497196409152399,-0.5268040467059432,0.6667272470556675,0.6776272412620661,2,Overloaded
11,5,12,0,1,0.8538413846317798,0.2346004048277175,0.2461834113095378,-0.9356691891103659,0.24860821013625922,-0.8426808734965745,-0.474680741933581,0.5528389160067797,0.13530399264863346,-0.6843377352259274,0.561862167536622,0.5444709459925077,2,Overloaded
22,0,8,1,1,0.04472789568380553,-0.46606121612251084,-0.004932440588005793,0.49904473706843366,0.38743547723213023,0.17640964503722523,0.31564085554093113,-0.39595796440965403,0.4985948604529755,0.5542623712208765,0.7232264525439038,0.5689018924502991,2,Overloaded
19,0,8,0,1,0.286436061460116,0.7421864016043822,0.7497945032027917,0.9499188452983576,0.8367265898851277,0.5600020720981174,0.345483009799497,0.709309775974533,0.0012747569263074077,-0.04075396883882165,0.3105377402515749,0.4468307848283165,1,Optimal
2,0,2,1,1,0.7557380138210255,-0.9512638146816736,0.47902721371632073,-0.38886675768595436,0.8879516658996645,-0.8655110534341937,-0.11022455671656983,-0.340997392857449,0.6704773731391771,0.7887057579592875,0.5124789019442655,0.8004992776915876,2,Overloaded
4,3,6,1,1,-0.1806916548953661,0.11445352459554892,-0.6774836480569717,0.2137972337346581,0.6809399970280225,-0.17308331831963786,-0.5012530631322356,0.5891151598948752,0.18663909973177928,-0.9977097370650609,0.6171981545702262,0.6377192724571523,2,Overloaded
18,4,5,0,0,-0.16261485021989874,-0.2322994096037827,0.365100985592413,0.5373332182374715,-0.8698770069780044,-0.37688704565749487,0.6061319298282415,-0.4373889613215609,-0.07000164289323707,-0.006630526180786633,0.08128982725907681,-0.20487660606448996,1,Optimal
6,2,2,1,0,0.054363672694200726,0.20780839112095384,-0.13792280413997626,0.27817795891646613,0.9586700092906228,0.783753287172597,0.5082543564790627,0.8338323083745405,-0.7103958625887996,-0.025822960596096456,0.025780973445391618,0.449756797385671,1,Optimal
20,3,12,0,0,-0.9617958310062988,-0.27965590045723965,0.19159935484362944,0.8450977880419914,0.4072614523405478,-0.4746884216517484,-0.8858162919033139,-0.6303031073442209,0.6077023126907799,0.9652522395285832,0.2104170668179345,0.25929356815639637,1,Optimal
8,3,10,1,0,-0.006667638113298402,0.4353758234352938,0.7967061676348581,-0.053320080662461855,0.3867842982520904,0.888561333224476,-0.011463563413220523,0.4379891767567148,0.6178551417831932,0.4500845468767898,0.331165461288782,0.3004410616293386,1,Optimal
6,4,4,0,1,-0.41782547001153936,-0.9593371140531384,0.30514109746780815,0.06369355251216136,-0.9537880355812667,0.656804859918068,-0.8157780853793068,-0.18264141659038402,-0.37121102678608864,0.07832820893146342,0.4153048257923482,0.1263637544033173,1,Optimal
17,3,7,0,0,0.8559083647835628,-0.18822112246171407,0.8774485703525603,-0.9235132192661886,-0.04120015740939231,-0.7996822325488406,-0.3608744834008555,-0.9630802019169888,-0.11337311837812747,0.1624204695740854,0.24015825936852925,0.10044053108725808,1,Optimal
3,0,1,0,0,-0.8245294024939374,0.6625271994848274,0.7327393505281516,0.8004426243976765,0.2529993790313243,-0.038724523519329423,-0.15552170279191935,-0.3363019201277617,-0.1745445474600118,0.39824779066459115,0.031069814632039432,0.05020505235343347,1,Optimal
13,0,9,1,0,-0.08135907596039638,-0.49959856444112827,-0.7421974976731045,-0.47543437624910156,-0.44298119229919286,0.29800295699227797,-0.6462275538850941,-0.5947140614045732,-0.3242917235636722,0.8376399105432106,0.2329798016666674,0.008413081970085862,1,Optimal
17,5,10,0,1,0.8949363407547217,-0.894498243239356,-0.9766961724420922,0.9568421485885352,-0.8335199344231146,0.18614352557724678,-0.06219521882500101,0.1104750146585558,-0.010546505582551102,-0.8724214448821948,0.5403528826639354,0.08099591412310705,1,Optimal
8,1,12,0,1,0.8020705006369551,-0.006951850869662879,-0.2311771827022373,-0.5957872759168095,0.06488972225003065,0.35846064054164994,0.41244239512267256,-0.48025445361497177,0.009684064150216498,-0.8715779670240529,0.3969400331586178,0.3429518831185425,1,Optimal
20,3,1,1,0,0.40269688474910037,0.95306692105358,0.7306599767174184,-0.4930886431485846,-0.10741088350958194,-0.14738706145787184,-0.12606902150768784,-0.8547618552684697,-0.84423804780941,-0.5889494692254447,-0.3037135176736136,-0.33767861747710726,0,Underutilized
1,1,12,1,1,0.17872210399214938,-0.8716828769297267,-0.5397480145796625,-0.030748731826566456,-0.9118393517228356,0.8094854699527356,-0.531720417634679,0.9061782840102603,-0.48127140678131486,-0.11641780597577833,0.33507369952106636,-0.026830376615418206,1,Optimal
19,2,5,0,0,-0.4385381257343197,-0.8598870145004134,0.3827998437989919,0.32100015353950995,0.03883619318304454,-0.45927830465008124,-0.1703634727820904,0.6902655356432146,-0.8883799868533349,-0.3013028284471757,-0.1913890730973931,-0.002349018387977894,1,Optimal
14,6,7,0,1,-0.2660857744950904,0.1902331298933564,-0.048009261553978666,-0.11867078448290092,-0.7845663264227938,-0.8117983443654477,0.18481359644654338,-0.909323986065272,0.4544278805436983,-0.8959187221567955,0.5705851038026539,0.25127846841696505,1,Optimal
6,0,8,1,0,-0.8197302704917455,-0.49986457424374175,0.49215552085813363,-0.29636693684248105,-0.1508984489452092,0.9559477842941004,0.8727846342038226,-0.4571718405904468,0.43713303485958277,0.19680150649123473,0.3432449801057138,0.16158624243449596,1,Optimal
11,5,2,1,1,0.5722165955164753,-0.1795375327255493,-0.6700462420440856,0.08017395548811956,-0.45917417952248707,0.30391766102765305,-0.0011104158120289753,0.26095347957414194,-0.42061048813538227,0.6863626255816166,0.5608761243394192,-0.01719791764087386,1,Optimal
7,2,4,1,0,-0.35226046419237655,0.6610143059987816,-0.5218179220332235,0.9165966360882036,0.9409416227555818,0.3183950879839894,0.7757259918598223,-0.357278397748642,0.16160289685443807,-0.8881081945878879,0.4171291254813734,0.45760437895062805,1,Optimal
14,5,2,0,0,0.3355637980604147,-0.6023026316349671,-0.5149510610066665,0.9239039924543473,-0.9305335262445633,0.6350532701319904,0.9691119405623903,-0.4363932366910088,-0.14099979169624222,0.04621438651449661,0.09985791773670749,-0.13305754688683463,1,Optimal
2,6,4,1,1,-0.28481044560277313,0.43859987396286604,0.09693162701642133,-0.3439104228432106,0.12004647218194076,-0.15711710661808476,0.11803685998930935,0.1917224417842156,-0.6917214682725044,0.9631247531373952,0.2765354329200165,0.4191746193485268,1,Optimal
13,6,6,0,1,-0.07133911720747466,0.008971026535112614,-0.42075108438994624,0.36031728208087777,-0.6961593557880861,-0.2275288711609169,-0.7058621872977877,-0.6113150660499751,0.342858763637617,-0.8994412118139898,0.5225724303351005,0.19226854190439127,1,Optimal
16,4,6,0,1,0.11000494475278999,0.8099153848285434,0.6234447456693766,0.4438245939830423,-0.3614117768574774,0.8982900148294501,0.7506258863733526,0.29705373930371093,0.5478709605134007,-0.41118405033373584,0.5989545049618075,0.39713544675831225,1,Optimal
3,0,12,0,1,0.6037048167812071,0.9459240005871279,-0.30641156179166096,0.3068342565227127,-0.6321980569384138,-0.2264372883723289,0.7247126086215245,-0.8213850051259499,-0.33068277345359687,-0.1159708776555779,0.38867954806364374,0.06510960844205523,1,Optimal
17,2,2,1,0,-0.5776872449186392,-0.030078428693208314,0.32170229758077484,-0.7739794915487255,0.9902937594247108,-0.8430443256516766,0.7371211539241334,-0.35009403374808756,0.02349787357860178,-0.6531800905065241,0.009891798395289642,0.3994120866449116,1,Optimal
7,4,11,1,0,-0.2024692263402872,0.16929411823093377,0.8970037721936104,0.07895130333951061,-0.9352758657735847,-0.3843410180146294,0.9010981408496963,-0.7688388611936672,-0.6365119191804014,0.10243113886755006,-0.2137842689541068,-0.3907243616143566,0,Underutilized
3,6,4,1,0,-0.7398368562163649,0.4916850814751066,0.21384743536164152,0.526503215230713,0.08271291828133442,0.7470826564244095,-0.4471290833843591,-0.4067944706893647,-0.8796342991327015,0.7040089660634994,-0.1706158403302359,-0.1272743919215341,1,Optimal
1,2,4,0,0,-0.8484789901574814,-0.3626517162559899,-0.5156929555723144,-0.5983808870355267,0.216085429316774,-0.8100798982604549,-0.33313888865127117,0.36560280842521653,-0.47338514722575953,-0.26784892474407496,0.2343258021335663,0.15441314337271014,1,Optimal
5,5,1,0,0,0.20934871233758368,-0.5465192989535064,0.6609133462709547,-0.3035823392250301,0.5443357913911058,0.4334105722736912,0.37419398264081827,0.5277884212503618,0.6388977314608018,-0.9824353765267191,0.20476653289876123,0.18208972618643482,1,Optimal
21,4,2,1,0,-0.6218179112821947,0.9293703448860104,-0.9749149586063321,-0.5923991220158371,0.2519670326635808,-0.4671977449727731,0.12780669545886347,-0.70999717200008,0.5403499933871421,0.22738839936700805,0.559386631531708,0.18114414851825905,1,Optimal
9,4,3,1,0,-0.8804013161478024,-0.1347692175608437,-0.48692567713791557,0.7738571089116706,-0.5373061864325397,0.4915407431455989,0.7367382073266946,0.4924438315142734,-0.5285621084052989,0.7645392430577675,0.04725407207652123,-0.1641387481774474,1,Optimal
3,0,11,0,0,0.7941958624128109,-0.9968183469684526,-0.225019022904432,0.7170632321079395,0.19607776599371496,0.02910891669540705,-0.4909874107673291,-0.8314273652899118,-0.8746286683874553,0.5868879275049075,-0.07048604600722441,0.058451749549109616,1,Optimal
21,1,5,0,1,0.06862883957079169,0.675436597050167,-0.6080422772642606,-0.6615937593483603,0.9499337533507337,0.27315144199814045,0.3168188584468148,-0.5669053996648283,0.6567589075938456,0.30140809103981425,0.7176670649900797,0.851643619785298,2,Overloaded
17,5,11,0,0,-0.7307435851940307,0.19932832258217137,0.2080361850780219,0.521100469569048,0.6969035372095203,-0.5136075255134434,0.8808197082689351,0.0006533002783768449,0.2420651194318706,0.5510053983204168,0.19364267874247132,0.3329967757995798,1,Optimal
11,5,8,0,1,-0.8931477451049006,-0.6628828745593918,0.11600123388050343,-0.27204786429462136,-0.09300577228959583,-0.6637627788222793,-0.5682563062395733,0.9425305553755086,-0.8215809100529823,-0.35500973648893863,0.2824688298801323,0.5250581188766309,2,Overloaded
1,4,6,1,1,-0.7602798931726877,-0.939720613645842,-0.18700686312246084,0.37234196755611326,-0.0451835644524492,-0.8733830055848055,-0.38624072373153573,0.9471145318354006,0.42192172290161034,-0.028431375937666425,0.696708902515251,0.49189206133338303,1,Optimal
9,4,3,0,1,-0.05732551935877184,-0.4170351379165378,-0.41124110669120983,-0.013263707859388907,-0.7341832047553312,0.6511535816493934,-0.18516444836430135,-0.04330881617910154,0.03959698510610621,-0.23059192302621168,0.7258268380869937,0.42791392561483965,1,Optimal
3,0,6,0,1,0.33693051033779553,0.8557741909473293,-0.13218551327595596,-0.05604213108035161,0.13985024567192594,0.42096920767393264,-0.8258108334336227,0.6099737617578367,-0.7244107907967725,-0.9200577749556094,0.17518253362060054,0.3359704640365002,1,Optimal
13,1,7,1,0,0.2825601499720911,0.8669823400712247,-0.4175954865745293,0.7625696247536569,-0.4395132140070972,-0.41329571692700307,-0.6462605806831523,0.10671539880084402,-0.9571362306344902,-0.5091971222958032,-0.01709235901477935,-0.06940608247019887,1,Optimal
15,5,6,1,1,-0.711153827471003,-0.3779930273957637,-0.5574829834432955,0.273928531149753,-0.7837714891506025,0.6738267306854966,-0.23581274049244483,0.5033951244470825,0.6803122660355325,-0.006299587616922064,0.7590499554279017,0.2720562538194743,1,Optimal
14,6,10,1,0,0.2669779036754176,0.6718619856414334,-0.2974597353813071,-0.5284641144694695,-0.05158118917148724,0.6673933275957333,-0.8512132413548044,0.3061710995075062,-0.43056561791739756,0.29102936625938414,0.1390621937505217,0.07961721300448055,1,Optimal
7,3,6,1,0,-0.19026875156480116,-0.11630935348580862,0.2046711639015797,-0.7784820846352525,-0.9098574319556751,-0.7244817116813156,-0.274710685533323,0.3943391285780389,0.09499935602176968,-0.9614552727309993,0.19904297724296285,-0.13568261749319613,1,Optimal
13,3,1,0,1,-0.07051243140106989,0.3086894982731889,0.2967817134381261,0.8668136860227447,-0.7597365131402212,0.4273748677409117,-0.5117164258004008,-0.12078223824378664,-0.7017389913892993,0.8536400901655861,0.13905974915973052,0.12888249025255843,1,Optimal
22,1,3,0,0,0.6028608124906343,-0.33111224825781993,-0.4053056778727482,-0.6932280969235423,-0.5619120282520937,-0.4154362082844967,0.7290212216188685,0.6662335507392705,0.3569532355400751,0.19470215420830628,0.41659176585637037,-0.1664399182603652,1,Optimal
7,2,7,0,0,-0.3350012546407233,0.031945192541970036,0.8947960726591617,0.46815294385170647,0.9812692337583975,-0.0656212563865124,0.21698708318954107,-0.10869092906204836,-0.8915437991109458,0.6688589424942917,-0.2608579050188903,0.1626439232269794,1,Optimal
20,0,4,0,1,-0.7060019056732925,-0.412441106899347,-0.4760815401647922,-0.00830096573436423,0.6169632005405787,-0.13971037460813052,0.7969800584171116,0.4115360639866572,0.6726835633794404,-0.6309594712085269,0.9315453550349225,0.6594677212357865,2,Overloaded
15,1,12,0,1,0.7469062671326809,-0.8777712752870745,0.4242642203565934,-0.7198692345153208,0.0835166727313068,0.20036749908288587,-0.5942260453032482,0.7404954855231947,0.1337602357477301,0.2550343884069146,0.31107434401144574,0.1428016050497696,1,Optimal
12,3,4,1,0,-0.575738848267324,-0.7212436276169223,-0.837039886204,0.5533112151805768,-0.5348692315371866,-0.30573596087733934,-0.836684916306542,0.31115675290678735,-0.8005965613560948,-0.837898791150324,0.06868796654735623,-0.07703983471529648,1,Optimal
17,4,7,1,0,-0.4119402588907146,-0.41865101105352553,0.32968909219676057,0.8089690723055349,0.03783977769961089,-0.8534920754432254,-0.29190560108633967,0.019530033570024363,0.11173644574625152,-0.09460106087962616,0.29788644193217184,0.10337222896554789,1,Optimal
14,3,9,0,0,0.4131801178052448,0.9525075679522599,-0.08010250268222951,-0.756986785073704,0.29799417215614343,0.34530031582160414,-0.8871495865135461,0.05663431593016788,-0.16209621273415498,0.39456596295922663,0.18744358317628507,0.10515669067767866,1,Optimal
20,4,11,1,0,0.36710063411521454,0.9313443004999833,0.13821568928679073,-0.8658223438393862,-0.99087216595491,0.9211419166716712,0.7670281103143268,0.41763192281937034,-0.45270869852153006,0.32246003850175775,-0.055650273047681345,-0.301035612120474,0,Underutilized
23,0,2,0,1,0.6008000425676574,0.6553266849690622,-0.6318546809722692,0.699699902627142,0.9757872081632242,0.33573548334577685,-0.6236959386386141,-0.8156765397287393,0.34700573016919467,-0.5328408436670689,0.7239950785218786,0.8537104804027671,2,Overloaded
12,4,9,0,1,-0.6322667171041179,-0.5349878978078262,-0.13287206284073783,0.0019068779061945929,0.25356200105616944,0.0792106084394113,-0.7178549976040771,0.2731096380679472,0.6201175513409483,-0.7779050136968055,0.5218828965683014,0.5415302744442969,2,Overloaded
8,1,3,0,1,-0.29544021337159343,-0.11679571891635487,0.532555713114307,0.3490705140540862,0.9764929491357879,-0.6727569087613721,0.5755638671873817,-0.25014227424192303,-0.7658009880285568,-0.28905288047589495,0.22671827295633126,0.5254621536566075,2,Overloaded
14,4,6,0,1,-0.7482335220874778,-0.12043432301859136,0.5341696656031654,-0.11703932551488738,-0.06186841380373531,0.2503556192180125,0.4248143220223721,-0.7295512791788594,-0.4519894349394662,0.22083321738008177,0.17092354803998105,0.2626589555197632,1,Optimal
12,2,4,0,0,0.08207829433720848,-0.2260535103636323,-0.5248880775368079,-0.17514348713091432,0.24701470112454937,0.22217372455221818,-0.8860879438379283,0.8250641008321891,-0.6807422026672554,-0.8207738445419428,0.10419337678010689,0.20384833467328095,1,Optimal
0,1,1,1,1,-0.4148588149225976,-0.9102393898205088,-0.29480144977394196,-0.40068172955581116,-0.07707851556312173,0.2375062485810988,0.01913048847477583,-0.004745263019565904,-0.0916975064780432,0.6742671478062765,0.5475924806630723,0.20102567672552552,1,Optimal
6,0,9,1,0,0.3778712820171255,0.06905474844863546,-0.992372889215797,0.1258563114725153,-0.9810327144454751,0.7846261447847116,-0.10230022149524354,-0.08602245154806742,-0.9919846311496008,0.007779136140104281,0.07166750945216854,-0.3594275872157229,0,Underutilized
8,1,11,0,0,-0.9993112640309179,-0.8543760157502782,-0.820075651323648,-0.6803841845884797,0.6997834321905994,0.43264013430139325,-0.22628483551077294,0.08480829834806647,0.38913058684752544,0.7154690665424097,0.22351228618775226,0.29059488957832136,1,Optimal
23,2,6,0,1,-0.8806340030808415,0.6038373614358876,-0.7465392947024903,0.4344615394570297,-0.10199677899521342,0.5667997327565231,-0.7465996838577411,0.24508776412457278,-0.9155499908080134,0.2981875335783406,0.3430078346262517,0.1563832207165655,1,Optimal
0,0,8,1,0,-0.1348793989613133,0.3826142856895631,-0.4126973482081999,0.09885949851980813,-0.05812761614644768,-0.3733222012069901,0.5747040413323834,-0.6107320262844984,-0.6264256599249867,0.9482428769984701,-0.15540932894008389,-0.18372601728452997,1,Optimal
11,3,2,0,0,0.916368311951137,-0.2945259867129306,0.5180309734849338,0.6950416920833575,-0.28007172129414526,-0.4592499710376763,-0.520088410345769,0.25098318758255367,0.6990549780431554,-0.016936548628923687,0.46253005461609936,0.23084671351520664,1,Optimal
7,2,7,0,0,0.7817027747183658,0.29427276442492634,0.020500264311973826,0.8420282215282608,-0.13468706492197802,-0.5864381725193377,-0.08352938189871217,-0.2950981544819571,0.6356155545736795,0.4513394727005804,0.35533785410334234,0.1236366278652518,1,Optimal
23,0,6,0,1,0.9880180561239664,-0.5339259868818038,0.5852162731044988,0.8011735273970881,0.45110143327007135,0.5567418045584795,0.7621286115335923,0.42948417472708944,0.23549777774586134,-0.019800477983328735,0.3627837694489213,0.4772246705971594,1,Optimal
10,6,2,1,0,-0.16633955027191027,-0.4694998700867352,0.5098114151940865,0.20246182922844524,0.4012489627183313,0.3971769762049462,-0.36351509196972076,0.5437330058795715,0.43097677975977633,-0.6614298130282681,0.017605450731428107,0.029066174795721683,1,Optimal
18,4,2,0,0,-0.9068630274524969,-0.37173296614919016,0.17427641901535096,-0.3625313898022824,0.616757911352928,-0.3158120624915204,-0.9285355824103303,-0.9850314697736529,0.11190483101077664,-0.8208033784361612,0.25758294831545175,0.24647524847167396,1,Optimal
16,1,4,0,0,-0.3880877159604752,0.5940231998706595,-0.0002795976078431295,-0.2856607178728441,0.9493341383526497,-0.7177878628153815,0.77826488509777,0.43267995857090535,-0.21559167727225903,-0.5282377565551084,0.17758079214389857,0.21984403006025308,1,Optimal
